MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2013 to Apr 2026


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
,,04,05 Mar 2024,3.6105,1.0648291027,3.6731,3.6509,3.7133,1952,3.7500,2.8000,Normal
,,05,06 Mar 2024,3.6054,1.0649342845,3.6734,3.6496,3.7122,3185,3.7000,2.5000,Normal
,,06,07 Mar 2024,3.5966,1.0650392199,3.6719,3.6480,3.7116,2998,3.7500,2.7000,Normal
,,07,08 Mar 2024,3.6260,1.0651450235,3.6734,3.6449,3.7113,3017,3.7500,3.0000,Normal
,,08,11 Mar 2024,3.6514,1.0654646896,3.6939,3.6367,3.7056,3704,3.7500,3.0000,Normal
,,11,12 Mar 2024,3.4967,1.0655667611,3.6942,3.6328,3.7037,3293,3.7000,2.8000,Normal
,,12,13 Mar 2024,3.4354,1.0656670528,3.6924,3.6273,3.7020,3253,3.7000,2.9000,Normal
,,13,14 Mar 2024,3.3928,1.0657661102,3.6936,3.6204,3.7002,4240,3.6000,2.9000,Normal
,,14,15 Mar 2024,3.4937,1.0658681230,3.6928,3.6171,3.6991,3255,3.6000,3.0000,Normal
,,15,18 Mar 2024,3.5678,1.0661806823,3.6740,3.6118,3.6950,2253,4.0000,2.9000,Normal
,,18,19 Mar 2024,3.7955,1.0662915505,3.6747,3.6131,3.6955,2564,4.1500,3.0000,Normal
,,19,20 Mar 2024,3.8841,1.0664050185,3.6770,3.6165,3.6971,2686,4.0000,3.0000,Normal
,,20,21 Mar 2024,3.8542,1.0665176250,3.6805,3.6211,3.6980,2460,4.1000,3.0000,Normal
,,21,22 Mar 2024,3.9588,1.0666332998,3.6932,3.6277,3.7001,1954,4.2500,3.0000,Normal
,,22,25 Mar 2024,4.2656,1.0670072585,3.7417,3.6564,3.7086,2196,4.7000,3.7000,Normal
,,25,26 Mar 2024,4.0357,1.0671252344,3.7488,3.6634,3.7101,1211,4.4000,3.0000,Normal
,,26,27 Mar 2024,3.9530,1.0672408056,3.7558,3.6690,3.7106,1712,4.3000,3.6000,Normal
,,27,28 Mar 2024,3.8954,1.0673547050,3.7621,3.6762,3.7116,2329,4.1000,2.5000,Normal
,,28,01 Apr 2024,3.6851,1.0677857526,3.7526,3.6829,3.7106,2540,4.2000,2.0000,Normal
,Apr,01,02 Apr 2024,3.7000,1.0678939939,3.7501,3.6838,3.7099,1882,3.9000,2.0000,Normal
,,02,03 Apr 2024,3.6119,1.0679996685,3.7448,3.6838,3.7097,3975,3.8000,2.9000,Normal
,,03,04 Apr 2024,3.5062,1.0681022609,3.7361,3.6804,3.7092,4281,3.7500,3.0000,Normal
,,04,05 Apr 2024,3.5261,1.0682054454,3.7333,3.6771,3.7088,4188,3.6500,3.3000,Normal
,,05,08 Apr 2024,3.4176,1.0685055029,3.7147,3.6666,3.7023,4603,3.6500,2.5000,Normal
,,08,09 Apr 2024,3.3676,1.0686040864,3.7055,3.6615,3.6994,2153,3.6000,2.8500,Normal
,,09,11 Apr 2024,3.4145,1.0688040178,3.6902,3.6540,3.6961,2731,3.6000,3.0000,Normal
,,11,12 Apr 2024,3.3997,1.0689035689,3.6871,3.6497,3.6948,2735,3.5500,2.5000,Normal
,,12,15 Apr 2024,3.4699,1.0692084172,3.6899,3.6406,3.6904,2338,3.6000,3.2000,Normal
,,15,16 Apr 2024,3.4112,1.0693083428,3.6848,3.6387,3.6884,2276,3.6000,3.1000,Normal
,,16,17 Apr 2024,3.4259,1.0694087084,3.6802,3.6363,3.6866,2724,3.6000,2.8500,Normal
,,17,18 Apr 2024,3.3029,1.0695054796,3.6717,3.6329,3.6839,1604,3.6000,2.8000,Normal
,,18,19 Apr 2024,3.4439,1.0696063911,3.6603,3.6319,3.6821,2520,3.6500,3.1000,Normal
,,19,22 Apr 2024,3.6491,1.0699271939,3.6360,3.6390,3.6785,3500,3.8500,3.0000,Normal
,,22,23 Apr 2024,3.6084,1.0700329672,3.6148,3.6397,3.6768,2175,3.8000,3.0000,Normal
,,23,24 Apr 2024,3.5612,1.0701373673,3.5920,3.6403,3.6752,3205,3.8000,2.5000,Normal
,,24,25 Apr 2024,3.5281,1.0702408070,3.5682,3.6416,3.6741,2449,3.8500,3.0000,Normal
,,25,26 Apr 2024,3.5870,1.0703459839,3.5536,3.6421,3.6732,3069,3.8000,3.0000,Normal
,,26,29 Apr 2024,3.6559,1.0706676067,3.5353,3.6466,3.6717,2299,3.8500,3.2000,Normal
,,29,30 Apr 2024,3.5085,1.0707705228,3.5296,3.6465,3.6705,1952,3.7000,3.0000,Normal
,,30,02 May 2024,3.5066,1.0709762633,3.5117,3.6491,3.6674,2431,3.8000,2.7500,Normal
,May,02,03 May 2024,3.6458,1.0710832377,3.5128,3.6508,3.6672,3088,3.8000,3.0000,Normal
,,03,06 May 2024,3.7521,1.0714135509,3.5397,3.6583,3.6669,2714,4.0000,3.0000,Normal
,,06,07 May 2024,3.7687,1.0715241766,3.5515,3.6598,3.6678,2767,3.9000,3.0000,Normal
,,07,08 May 2024,3.8329,1.0716366984,3.5654,3.6626,3.6693,3111,4.1000,2.5000,Normal
,,08,09 May 2024,3.9685,1.0717532132,3.5855,3.6691,3.6724,1755,4.0000,3.2000,Normal
,,09,10 May 2024,3.9447,1.0718690418,3.6032,3.6742,3.6750,1058,4.0500,3.3000,Normal
,,10,13 May 2024,4.0076,1.0722221066,3.6613,3.6917,3.6813,2432,4.1000,3.2000,Normal
,,13,14 May 2024,3.7153,1.0723312471,3.6695,3.6957,3.6817,2241,4.1000,3.0000,Normal
,,14,15 May 2024,3.6486,1.0724384391,3.6755,3.6972,3.6820,1918,3.9500,3.0000,Normal
,,15,16 May 2024,3.6090,1.0725444783,3.6821,3.6962,3.6818,1645,3.7500,3.2000,Normal
,,16,17 May 2024,3.5697,1.0726493731,3.6869,3.6939,3.6814,2575,3.8000,2.8000,Normal
,,17,20 May 2024,3.5899,1.0729658694,3.6994,3.6872,3.6772,2220,3.8500,3.0000,Normal
,,20,21 May 2024,3.5778,1.0730710435,3.6970,3.6852,3.6767,2218,3.7500,2.9000,Normal
,,21,23 May 2024,3.4585,1.0732743978,3.6856,3.6807,3.6741,2462,3.8000,2.7000,Normal
,,23,24 May 2024,3.5511,1.0733788171,3.6853,3.6776,3.6734,1039,3.7000,2.6000,Normal
,,24,27 May 2024,3.6756,1.0737030893,3.6938,3.6732,3.6745,2444,4.0000,2.8000,Normal
,,27,28 May 2024,3.6622,1.0738108185,3.6940,3.6727,3.6745,2495,3.8500,2.5000,Normal
,,28,29 May 2024,3.5476,1.0739151870,3.6904,3.6700,3.6749,1476,3.7500,3.0000,Normal
,,29,30 May 2024,3.5409,1.0740193686,3.6915,3.6689,3.6750,1243,3.7000,2.8000,Normal
,,30,31 May 2024,3.5289,1.0741232071,3.6866,3.6678,3.6746,2195,3.7000,2.8000,Normal
,,31,03 Jun 2024,3.5222,1.0744341614,3.6836,3.6597,3.6721,2037,3.8000,2.9000,Normal
,Jun,03,04 Jun 2024,3.8181,1.0745465531,3.6857,3.6602,3.6728,2379,4.0500,3.5000,Normal
,,04,05 Jun 2024,3.8127,1.0746587975,3.6877,3.6624,3.6734,1743,4.0000,3.2000,Normal
,,05,06 Jun 2024,3.8523,1.0747722197,3.6910,3.6651,3.6741,1767,4.0000,3.2000,Normal
,,06,07 Jun 2024,3.6378,1.0748793377,3.6867,3.6656,3.6736,2327,3.9000,2.9000,Normal
,,07,10 Jun 2024,3.8491,1.0752193912,3.6803,3.6723,3.6727,1257,3.9000,2.5000,Normal
,,10,11 Jun 2024,3.5940,1.0753252635,3.6669,3.6717,3.6710,2349,3.7500,2.8000,Normal
,,11,12 Jun 2024,3.5291,1.0754292342,3.6514,3.6721,3.6692,1385,3.7000,3.0000,Normal
,,12,13 Jun 2024,3.6312,1.0755362232,3.6393,3.6742,3.6676,3277,3.7500,3.0000,Normal
,,13,14 Jun 2024,3.6365,1.0756433790,3.6367,3.6769,3.6655,3141,3.8000,2.5000,Normal
,,14,18 Jun 2024,3.7736,1.0760882062,3.6586,3.6867,3.6662,4670,3.9500,3.0000,Normal
,,18,19 Jun 2024,3.6929,1.0761970798,3.6619,3.6856,3.6662,1812,3.9000,3.0000,Normal
,,19,20 Jun 2024,3.7020,1.0763062327,3.6655,3.6836,3.6669,2396,3.9500,2.8000,Normal
,,20,21 Jun 2024,3.5845,1.0764119319,3.6658,3.6806,3.6677,2171,3.9500,3.0000,Normal
,,21,24 Jun 2024,3.6371,1.0767337141,3.6801,3.6633,3.6719,1662,3.9000,2.8000,Normal
,,24,25 Jun 2024,3.6709,1.0768420041,3.6799,3.6568,3.6733,1993,3.9000,2.8000,Normal
,,25,26 Jun 2024,3.5650,1.0769471805,3.6764,3.6516,3.6742,1874,3.9000,3.0000,Normal
,,26,27 Jun 2024,3.5992,1.0770533764,3.6739,3.6478,3.6751,2065,3.8500,2.7000,Normal
,,27,28 Jun 2024,3.4460,1.0771550620,3.6669,3.6428,3.6762,1871,3.8000,2.5000,Normal
,,28,01 Jul 2024,3.4325,1.0774589526,3.6607,3.6336,3.6749,1092,4.0000,2.5000,Normal
,Jul,01,02 Jul 2024,3.4205,1.0775599237,3.6573,3.6305,3.6738,4187,3.6500,3.2000,Normal
,,02,03 Jul 2024,3.4141,1.0776607155,3.6537,3.6283,3.6727,3473,3.6000,2.5000,Normal
,,03,04 Jul 2024,3.4709,1.0777631936,3.6421,3.6279,3.6708,3123,3.6500,3.3500,Normal
,,04,05 Jul 2024,3.4839,1.0778660654,3.6311,3.6275,3.6689,3267,3.6500,2.9000,Normal
,,05,08 Jul 2024,3.5261,1.0781784487,3.6056,3.6311,3.6654,2408,3.8500,2.7000,Normal
,,08,09 Jul 2024,3.4634,1.0782807545,3.5927,3.6321,3.6634,2865,3.6500,3.2000,Normal
,,09,10 Jul 2024,3.4019,1.0783812532,3.5778,3.6320,3.6614,2493,3.6000,2.9000,Normal
,,10,11 Jul 2024,3.4975,1.0784845858,3.5746,3.6329,3.6600,2150,3.9000,3.0000,Normal
,,11,12 Jul 2024,3.4685,1.0785870714,3.5726,3.6337,3.6582,1357,3.6500,2.8000,Normal
,,12,15 Jul 2024,3.5537,1.0789021104,3.5598,3.6365,3.6550,2762,3.7500,3.0000,Normal
,,15,16 Jul 2024,3.5134,1.0790059629,3.5511,3.6376,3.6546,2216,3.6500,2.9000,Normal
,,16,17 Jul 2024,3.5137,1.0791098342,3.5425,3.6386,3.6539,1214,3.7000,3.0000,Normal
,,17,18 Jul 2024,3.5413,1.0792145315,3.5347,3.6412,3.6535,2032,3.7000,3.4000,Normal
,,18,19 Jul 2024,3.5399,1.0793191976,3.5296,3.6423,3.6536,1803,3.7000,2.9000,Normal
,,19,22 Jul 2024,3.5864,1.0796373513,3.5241,3.6402,3.6561,1019,3.8000,3.0000,Normal
,,22,23 Jul 2024,3.5679,1.0797428866,3.5218,3.6397,3.6562,1594,3.7000,2.5000,Normal
,,23,24 Jul 2024,3.5239,1.0798471306,3.5180,3.6393,3.6563,1133,3.6500,2.8000,Normal
,,24,25 Jul 2024,3.5458,1.0799520325,3.5139,3.6395,3.6571,1825,3.6500,3.0000,Normal
,,25,26 Jul 2024,3.6271,1.0800593502,3.5159,3.6400,3.6575,2536,3.8000,3.0000,Normal
,,26,29 Jul 2024,3.6541,1.0803837320,3.5321,3.6399,3.6598,2498,3.8500,3.2000,Normal
,,29,30 Jul 2024,3.5438,1.0804886269,3.5358,3.6403,3.6600,1940,3.8000,2.8000,Normal
,,30,31 Jul 2024,3.4769,1.0805915515,3.5343,3.6389,3.6600,1738,3.7000,3.1000,Normal
,,31,01 Aug 2024,3.4336,1.0806932041,3.5343,3.6381,3.6597,1060,3.7500,2.9000,Normal
,Aug,01,02 Aug 2024,3.5377,1.0807979485,3.5381,3.6384,3.6603,2402,3.7000,3.0000,Normal
,,02,05 Aug 2024,3.5838,1.0811163071,3.5504,3.6340,3.6618,2220,3.7000,3.0000,Normal
,,05,06 Aug 2024,3.6111,1.0812232665,3.5532,3.6325,3.6618,2614,3.7300,3.0000,Normal
,,06,07 Aug 2024,3.5735,1.0813291228,3.5547,3.6303,3.6615,2227,3.7000,3.0000,Normal
,,07,08 Aug 2024,3.6052,1.0814359284,3.5573,3.6279,3.6616,1496,3.7500,2.9000,Normal
,,08,12 Aug 2024,3.5987,1.0818624231,3.5755,3.6110,3.6646,2342,3.8000,3.0000,Normal
,,12,13 Aug 2024,3.6452,1.0819704670,3.5784,3.6070,3.6655,2083,3.8500,3.0000,Normal
,,13,14 Aug 2024,3.6717,1.0820793073,3.5823,3.6066,3.6673,1836,3.8500,3.0000,Normal
,,14,15 Aug 2024,3.6119,1.0821863858,3.5842,3.6062,3.6678,2949,3.8500,3.0000,Normal
,,15,16 Aug 2024,3.5144,1.0822905840,3.5842,3.6051,3.6668,1838,3.8500,3.0000,Normal
,,16,19 Aug 2024,3.5236,1.0826040272,3.5834,3.6032,3.6626,1478,3.7500,3.0000,Normal
,,19,20 Aug 2024,3.5471,1.0827092356,3.5821,3.6027,3.6610,1128,3.7000,3.0000,Normal
,,20,21 Aug 2024,3.3436,1.0828084177,3.5743,3.6001,3.6588,1578,3.5500,2.8000,Normal
,,21,22 Aug 2024,3.1973,1.0829032687,3.5617,3.5973,3.6565,2231,3.6000,2.7000,Normal
,,22,23 Aug 2024,3.1962,1.0829980954,3.5497,3.5944,3.6536,2722,3.4000,2.5000,Normal
,,23,26 Aug 2024,3.2314,1.0832857338,3.5172,3.5811,3.6435,1635,3.5000,2.9000,Normal
,,26,27 Aug 2024,3.2189,1.0833812677,3.5031,3.5761,3.6405,2958,3.5000,2.5000,Normal
,,27,28 Aug 2024,3.3159,1.0834796892,3.4922,3.5723,3.6383,2741,3.5000,2.9000,Normal
,,28,29 Aug 2024,3.3554,1.0835792922,3.4826,3.5702,3.6359,3169,3.5500,2.8000,Normal
,,29,30 Aug 2024,3.4319,1.0836811753,3.4790,3.5690,3.6351,2828,3.8000,2.9000,Normal
,,30,02 Sep 2024,3.5355,1.0839960812,3.4840,3.5694,3.6324,1842,3.6500,2.9000,Normal
,Sep,02,03 Sep 2024,3.4466,1.0840984401,3.4796,3.5686,3.6306,2305,3.8500,2.8000,Normal
,,03,04 Sep 2024,3.5593,1.0842041561,3.4788,3.5657,3.6294,1086,3.9500,3.0000,Normal
,,04,05 Sep 2024,3.4622,1.0843069980,3.4749,3.5619,3.6286,2264,4.0000,2.8000,Normal
,,05,06 Sep 2024,3.4824,1.0844104498,3.4707,3.5578,3.6279,1325,3.7000,3.1000,Normal
,,06,09 Sep 2024,3.5859,1.0847300598,3.4701,3.5515,3.6273,2160,3.8800,2.7500,Normal
,,09,10 Sep 2024,3.5167,1.0848345713,3.4674,3.5479,3.6265,1420,3.7500,2.8000,Normal
,,10,11 Sep 2024,3.4959,1.0849384746,3.4641,3.5468,3.6257,1064,3.7000,3.0000,Normal
,,11,12 Sep 2024,3.5352,1.0850435561,3.4621,3.5468,3.6259,1227,3.7000,3.0000,Normal
,,12,13 Sep 2024,3.5177,1.0851481276,3.4580,3.5456,3.6263,1913,3.7000,2.9000,Normal
,,13,16 Sep 2024,3.5423,1.0854640662,3.4524,3.5395,3.6273,1662,3.7500,3.0000,Normal
,,16,17 Sep 2024,3.5427,1.0855694217,3.4530,3.5370,3.6271,1277,3.8000,2.9000,Normal
,,17,18 Sep 2024,3.4455,1.0856718964,3.4505,3.5334,3.6265,1830,3.6000,2.8000,Normal
,,18,19 Sep 2024,3.4316,1.0857739674,3.4476,3.5305,3.6244,1483,3.6000,2.9000,Normal
,,19,20 Sep 2024,3.1089,1.0858664486,3.4334,3.5240,3.6202,1274,3.4000,2.5000,Normal
,,20,23 Sep 2024,3.2039,1.0861523944,3.4293,3.5103,3.6065,2732,3.4000,2.8000,Normal
,,23,24 Sep 2024,3.1178,1.0862451727,3.4256,3.5046,3.6002,2368,3.3000,2.7000,Normal
,,24,25 Sep 2024,3.1350,1.0863384707,3.4225,3.4988,3.5939,2191,3.3000,2.6000,Normal
,,25,26 Sep 2024,3.1705,1.0864328334,3.4206,3.4944,3.5891,1714,3.3500,2.7000,Normal
,,26,27 Sep 2024,3.4135,1.0865344372,3.4269,3.4924,3.5861,2189,3.8000,2.3000,Normal
,,27,30 Sep 2024,3.3108,1.0868301055,3.4213,3.4882,3.5788,1687,3.5000,2.5000,Normal
,,30,01 Oct 2024,3.8808,1.0869456609,3.4287,3.4932,3.5789,-,-,-,Contingency
,Oct,01,02 Oct 2024,3.7299,1.0870567348,3.4352,3.4966,3.5791,1610,3.8500,3.2000,Normal
,,02,03 Oct 2024,3.6048,1.0871640943,3.4405,3.4987,3.5790,1521,3.8000,2.8000,Normal
,,03,04 Oct 2024,3.5946,1.0872711606,3.4417,3.5000,3.5795,2417,3.8000,3.0000,Normal
,,04,07 Oct 2024,3.5514,1.0875885306,3.4458,3.5013,3.5812,3301,3.7500,2.8000,Normal
,,07,08 Oct 2024,3.5015,1.0876928646,3.4430,3.5010,3.5816,3083,3.7500,3.0000,Normal
,,08,09 Oct 2024,3.3875,1.0877938114,3.4364,3.5002,3.5817,2646,3.6500,2.0000,Normal
,,09,10 Oct 2024,3.3049,1.0878923059,3.4293,3.4991,3.5811,2839,3.6000,2.6000,Normal
,,10,11 Oct 2024,3.1077,1.0879849318,3.4163,3.4949,3.5794,2633,3.6000,2.5000,Normal
,,11,14 Oct 2024,3.0977,1.0882619387,3.3728,3.4808,3.5736,2037,3.6000,2.5000,Normal
,,14,15 Oct 2024,3.0846,1.0883539073,3.3575,3.4757,3.5715,3400,3.6000,2.5000,Normal
,,15,16 Oct 2024,3.0314,1.0884442973,3.3405,3.4704,3.5693,1862,3.5000,2.5000,Normal
,,16,17 Oct 2024,2.9091,1.0885310478,3.3193,3.4637,3.5665,1258,3.3500,2.5000,Normal
,,17,18 Oct 2024,2.8903,1.0886172445,3.3007,3.4566,3.5642,2905,3.3000,2.5000,Normal
,,18,21 Oct 2024,2.9784,1.0888837380,3.2737,3.4371,3.5541,2281,3.3500,2.5000,Normal
,,21,22 Oct 2024,3.0642,1.0889751506,3.2690,3.4314,3.5509,2262,3.3000,2.5000,Normal
,,22,23 Oct 2024,3.1267,1.0890684355,3.2664,3.4266,3.5482,2889,3.3000,2.5000,Normal
,,23,24 Oct 2024,3.0662,1.0891599232,3.2647,3.4215,3.5454,2470,3.3000,2.0000,Normal
,,24,25 Oct 2024,2.9470,1.0892478617,3.2584,3.4150,3.5422,1663,3.2500,2.3000,Normal
,,25,28 Oct 2024,3.0313,1.0895192455,3.2316,3.3948,3.5322,2994,3.2000,2.4000,Normal
,,28,29 Oct 2024,3.0666,1.0896107831,3.2235,3.3884,3.5289,2237,3.2000,2.4000,Normal
,,29,30 Oct 2024,3.0955,1.0897031910,3.2163,3.3834,3.5266,2776,3.2000,2.1000,Normal
,,30,01 Nov 2024,3.1559,1.0898916291,3.1912,3.3769,3.5230,1690,3.3000,1.0000,Normal
,Nov,01,04 Nov 2024,3.2321,1.0901811610,3.1513,3.3658,3.5163,1475,3.4000,2.5000,Normal
,,04,05 Nov 2024,2.9891,1.0902704394,3.1331,3.3593,3.5121,1157,3.2500,2.3000,Normal
,,05,06 Nov 2024,2.9118,1.0903574161,3.1124,3.3516,3.5074,815,3.2500,2.5000,Normal
,,06,07 Nov 2024,2.8566,1.0904427507,3.0900,3.3438,3.5024,776,3.2000,2.0000,Normal
,,07,08 Nov 2024,2.9347,1.0905304253,3.0716,3.3364,3.4974,2614,3.1000,2.4000,Normal
,,08,11 Nov 2024,3.1044,1.0908086809,3.0559,3.3202,3.4830,2824,3.3000,2.3000,Normal
,,11,12 Nov 2024,3.1304,1.0909022334,3.0569,3.3151,3.4781,2636,3.3000,2.4000,Normal
,,12,13 Nov 2024,3.0749,1.0909941352,3.0562,3.3088,3.4730,2917,3.3000,2.4000,Normal
,,13,14 Nov 2024,2.9600,1.0910826103,3.0518,3.3010,3.4688,2585,3.3000,2.2000,Normal
,,14,15 Nov 2024,2.8989,1.0911692662,3.0458,3.2932,3.4647,4371,3.3000,2.6000,Normal
,,15,18 Nov 2024,2.9008,1.0914294249,3.0416,3.2728,3.4532,2917,3.3000,2.4000,Normal
,,18,19 Nov 2024,3.1312,1.0915230546,3.0465,3.2685,3.4507,3465,3.5000,2.8000,Normal
,,19,20 Nov 2024,3.0600,1.0916145631,3.0492,3.2632,3.4478,3285,3.2500,2.5000,Normal
,,20,21 Nov 2024,2.9428,1.0917025741,3.0480,3.2588,3.4443,3787,3.1500,2.4000,Normal
,,21,22 Nov 2024,2.7615,1.0917851697,3.0382,3.2540,3.4404,3146,3.0000,2.3000,Normal
,,22,25 Nov 2024,3.0980,1.0920631711,3.0432,3.2500,3.4327,1094,3.2000,2.3000,Normal
,,25,26 Nov 2024,3.0618,1.0921547787,3.0442,3.2482,3.4293,2518,3.2000,2.3000,Normal
,,26,27 Nov 2024,2.9033,1.0922416514,3.0401,3.2447,3.4250,2369,3.2000,2.3000,Normal
,,27,28 Nov 2024,2.7870,1.0923250508,3.0322,3.2389,3.4202,1695,3.6000,2.2000,Normal
,,28,29 Nov 2024,2.7450,1.0924071996,3.0218,3.2322,3.4158,1869,3.1000,2.0000,Normal
,,29,02 Dec 2024,3.0839,1.0926840934,3.0093,3.2147,3.4074,1726,3.5000,2.3000,Normal
,Dec,02,03 Dec 2024,2.9528,1.0927724901,3.0000,3.2093,3.4043,2834,3.2000,2.2000,Normal
,,03,04 Dec 2024,3.0756,1.0928645704,2.9947,3.2039,3.4001,2321,3.2000,2.3000,Normal
,,04,05 Dec 2024,3.0051,1.0929545475,2.9953,3.1988,3.3956,1143,3.2000,2.3000,Normal
,,05,06 Dec 2024,2.7668,1.0930373965,2.9904,3.1909,3.3896,1420,3.2000,2.3000,Normal
,,06,09 Dec 2024,2.8852,1.0932965991,2.9824,3.1676,3.3747,2282,3.0000,2.1000,Normal
,,09,10 Dec 2024,3.1885,1.0933921053,2.9852,3.1640,3.3710,2304,3.4500,3.0000,Normal
,,10,11 Dec 2024,3.1129,1.0934853551,2.9855,3.1598,3.3684,2312,3.3000,2.5000,Normal
,,11,12 Dec 2024,3.0721,1.0935773907,2.9836,3.1546,3.3658,1888,3.1500,2.3000,Normal
,,12,13 Dec 2024,3.1825,1.0936727416,2.9872,3.1509,3.3633,1878,3.3000,2.2000,Normal
,,13,16 Dec 2024,3.2537,1.0939652197,3.0206,3.1413,3.3554,1497,3.4500,2.3000,Normal
,,16,17 Dec 2024,3.1506,1.0940596484,3.0289,3.1370,3.3520,1609,3.4000,2.2000,Normal
,,17,18 Dec 2024,3.0547,1.0941512107,3.0341,3.1327,3.3480,2399,3.5000,2.3000,Normal
,,18,19 Dec 2024,2.9769,1.0942404484,3.0289,3.1276,3.3440,3277,3.2500,2.2000,Normal
,,19,20 Dec 2024,2.9893,1.0943300652,3.0266,3.1263,3.3401,2258,3.2000,2.2000,Normal
,,20,23 Dec 2024,3.2300,1.0946205874,3.0562,3.1272,3.3336,1797,3.5500,2.3000,Normal
,,23,24 Dec 2024,2.7620,1.0947034187,3.0450,3.1232,3.3287,1408,3.1000,2.0000,Normal
,,24,26 Dec 2024,2.7495,1.0948683440,3.0229,3.1143,3.3190,2177,3.0000,2.2000,Normal
,,26,27 Dec 2024,2.5512,1.0949448708,3.0112,3.1047,3.3132,1527,2.9000,2.0000,Normal
,,27,30 Dec 2024,2.5613,1.0951753762,2.9800,3.0799,3.2986,2833,3.0000,2.2000,Normal
,,30,31 Dec 2024,2.3115,1.0952447323,2.9586,3.0717,3.2935,2096,2.8000,1.9000,Normal
,,31,02 Jan 2025,2.1123,1.0953714986,2.8958,3.0346,3.2790,800,2.5000,1.9000,Normal


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
2025,Jan,02,03 Jan 2025,2.5211,1.0954471573,2.8818,3.0227,3.2740,2493,3.0000,1.9000,Normal
,,03,06 Jan 2025,2.7573,1.0956954156,2.8632,2.9962,3.2618,3014,3.0000,2.0000,Normal
,,06,07 Jan 2025,2.8352,1.0957805256,2.8616,2.9883,3.2580,3294,3.0000,2.2000,Normal
,,07,08 Jan 2025,2.7815,1.0958640301,2.8583,2.9805,3.2539,2937,3.0000,2.2000,Normal
,,08,09 Jan 2025,2.8385,1.0959492523,2.8568,2.9744,3.2504,3530,3.0000,2.0000,Normal
,,09,10 Jan 2025,2.8980,1.0960362677,2.8474,2.9700,3.2477,3775,3.0500,2.2000,Normal
,,10,13 Jan 2025,3.1047,1.0963159551,2.8456,2.9701,3.2410,3462,3.2000,2.2000,Normal
,,13,14 Jan 2025,2.9332,1.0964040569,2.8353,2.9683,3.2376,2974,3.1000,2.0000,Normal
,,14,15 Jan 2025,2.9314,1.0964921116,2.8248,2.9666,3.2341,2703,3.2000,2.3000,Normal
,,15,16 Jan 2025,2.8138,1.0965766406,2.8106,2.9642,3.2303,2597,3.0000,2.2000,Normal
,,16,17 Jan 2025,2.4647,1.0966506881,2.7885,2.9594,3.2245,1478,3.0000,2.0000,Normal
,,17,20 Jan 2025,2.2492,1.0968534213,2.7149,2.9364,3.2028,3301,2.8000,1.8000,Normal
,,20,21 Jan 2025,2.2516,1.0969210836,2.6833,2.9284,3.1955,1819,2.6000,1.8000,Normal
,,21,22 Jan 2025,2.4850,1.0969957644,2.6592,2.9221,3.1894,3151,2.7000,1.8000,Normal
,,22,23 Jan 2025,2.5852,1.0970734617,2.6384,2.9162,3.1840,3002,3.0000,2.0000,Normal
,,23,24 Jan 2025,3.0238,1.0971643475,2.6469,2.9157,3.1812,3202,3.4500,2.2000,Normal
,,24,27 Jan 2025,3.0743,1.0974415814,2.6848,2.9180,3.1723,2865,3.3000,2.2000,Normal
,,27,28 Jan 2025,2.9786,1.0975311387,2.6983,2.9175,3.1686,2258,3.1000,2.0000,Normal
,,28,31 Jan 2025,3.1283,1.0978133365,2.7613,2.9182,3.1615,2190,3.2000,2.3000,Normal
,,31,03 Feb 2025,2.6325,1.0980508702,2.7985,2.8993,3.1468,1273,2.9000,2.0000,Normal
,Feb,03,04 Feb 2025,2.6510,1.0981306218,2.7951,2.8930,3.1417,3042,2.9000,2.0000,Normal
,,04,05 Feb 2025,2.6168,1.0982093502,2.7906,2.8889,3.1363,1378,2.9000,2.0000,Normal
,,05,06 Feb 2025,2.3766,1.0982808572,2.7783,2.8830,3.1295,1825,2.8500,2.1000,Normal
,,06,07 Feb 2025,2.4847,1.0983556215,2.7669,2.8790,3.1235,1553,2.7500,2.2500,Normal
,,07,10 Feb 2025,2.5170,1.0985828457,2.7357,2.8615,3.1056,4904,2.8000,2.0500,Normal
,,10,11 Feb 2025,2.5438,1.0986594094,2.7175,2.8554,3.0997,1410,2.8000,2.0000,Normal
,,11,12 Feb 2025,2.4561,1.0987333387,2.6966,2.8480,3.0934,1831,2.8500,1.8000,Normal
,,12,13 Feb 2025,2.5042,1.0988087208,2.6772,2.8418,3.0871,1587,2.8500,2.0000,Normal
,,13,14 Feb 2025,2.5008,1.0988840058,2.6632,2.8367,3.0807,2152,2.7100,1.9000,Normal
,,14,17 Feb 2025,2.4130,1.0991019461,2.6318,2.8207,3.0619,1762,2.6000,1.9000,Normal
,,17,18 Feb 2025,2.3114,1.0991715478,2.6338,2.8143,3.0552,2434,2.5000,1.8000,Normal
